reciprocal_of_rate,availability
0.0002777777777777778,0.9999997269563653
0.020277777777777777,0.9999997208934154
0.04027777777777778,0.9999997147408413
0.06027777777777778,0.9999997084976272
0.08027777777777778,0.9999997021632286
0.10027777777777779,0.9999996957370809
0.12027777777777778,0.9999996892183614
0.14027777777777778,0.9999996826066088
0.16027777777777777,0.9999996759009211
0.18027777777777776,0.9999996691008126
0.20027777777777778,0.9999996622057565
0.22027777777777777,0.9999996552148444
0.24027777777777776,0.9999996481274168
0.2602777777777778,0.9999996409429249
0.2802777777777778,0.9999996336608438
0.30027777777777775,0.9999996262803345
0.3202777777777778,0.9999996188007159
0.3402777777777778,0.999999611221441
0.36027777777777775,0.9999996035418013
0.38027777777777777,0.9999995957611993
0.4002777777777778,0.9999995878789834
0.42027777777777775,0.9999995798944131
0.44027777777777777,0.9999995718068049
0.4602777777777778,0.9999995636156233
0.48027777777777775,0.9999995553204308
0.5002777777777778,0.9999995469199977
0.5202777777777778,0.9999995384141291
0.5402777777777779,0.9999995298019563
0.5602777777777779,0.9999995210829862
0.5802777777777778,0.9999995122564072
0.6002777777777778,0.9999995033219261
0.6202777777777778,0.9999994942784377
0.6402777777777778,0.9999994851253521
0.6602777777777779,0.9999994758622851
0.6802777777777779,0.9999994664883511
0.7002777777777779,0.9999994570030757
0.7202777777777778,0.9999994474056313
0.7402777777777778,0.999999437695654
0.7602777777777778,0.999999427872136
0.7802777777777778,0.9999994179344969
0.8002777777777779,0.9999994078824588
0.8202777777777779,0.9999993977149699
0.8402777777777778,0.9999993874314124
0.8602777777777778,0.9999993770312118
0.8802777777777778,0.9999993665141472
0.9002777777777778,0.9999993558787657
0.9202777777777779,0.999999345124993
0.9402777777777779,0.9999993342519088
0.9602777777777778,0.9999993232590749
0.9802777777777778,0.9999993121456343
1.0002777777777778,0.9999993009112736
1.0202777777777778,0.9999992895549282
1.0402777777777779,0.9999992780762915
1.0602777777777779,0.9999992664745471
1.080277777777778,0.9999992547488377
1.100277777777778,0.9999992428989917
1.120277777777778,0.9999992309240486
1.140277777777778,0.9999992188234703
1.1602777777777777,0.9999992065965212
1.1802777777777778,0.9999991942427223
1.2002777777777778,0.9999991817613956
1.2202777777777778,0.9999991691517675
1.2402777777777778,0.9999991564131341
1.2602777777777778,0.9999991435449447
1.2802777777777778,0.9999991305467537
1.3002777777777779,0.9999991174177235
1.3202777777777779,0.9999991041574128
1.340277777777778,0.9999990907648408
1.360277777777778,0.9999990772392973
1.380277777777778,0.9999990635808977
1.400277777777778,0.9999990497882052
1.4202777777777778,0.9999990358606761
1.4402777777777778,0.9999990217981712
1.4602777777777778,0.9999990075995477
1.470904,0.999999
1.4802777777777778,0.9999989932643493
1.5002777777777778,0.9999989787919648
1.5202777777777778,0.9999989641816857
1.5402777777777779,0.9999989494329833
1.5602777777777779,0.9999989345451065
1.580277777777778,0.9999989195173747
1.600277777777778,0.9999989043494604
1.620277777777778,0.9999988890401816
1.640277777777778,0.9999988735892866
1.660277777777778,0.9999988579960197
1.6802777777777778,0.9999988422602236
1.7002777777777778,0.9999988263801384
1.7202777777777778,0.9999988103562942
1.7402777777777778,0.9999987941874885
1.7602777777777778,0.999998777873
1.7802777777777778,0.999998761412312
1.8002777777777779,0.9999987448050429
1.8202777777777779,0.9999987280503044
1.840277777777778,0.9999987111474166
1.860277777777778,0.9999986940959159
1.880277777777778,0.9999986768950808
1.900277777777778,0.9999986595441874
1.9202777777777778,0.999998642042465
1.9402777777777778,0.9999986243897679
1.9602777777777778,0.9999986065854242
1.9802777777777778,0.9999985886283469
